Year,Month,30ofMonth,30OfWeek,CRSDepTime,CRSArrTime,FlightNum,CRSElapsedTime,AirTime,Origin,Dest,Distance,TaxiIn,TaxiOut,Delayed or not
2002,1,13,7,2235,2353,723,78,55,1,3,366,3,13,Not Delayed 
2002,1,14,1,2235,2353,723,78,60,1,3,366,3,14,Not Delayed 
2002,1,15,2,2235,2353,723,78,55,1,3,366,3,14,Not Delayed 
2002,1,16,3,2235,2353,723,78,57,1,3,366,3,10,Not Delayed 
2002,1,17,4,2235,2353,723,78,60,1,3,366,5,13,Not Delayed 
2002,1,18,5,2235,2353,723,78,59,1,3,366,5,15,Not Delayed 
2002,1,19,6,2235,2353,723,78,56,1,3,366,4,13,Not Delayed 
2002,1,20,7,2235,2353,723,78,59,1,3,366,5,9,Not Delayed 
2002,1,21,1,2235,2353,723,78,57,1,3,366,4,12,Not Delayed 
2002,1,22,2,2235,2353,723,78,63,1,3,366,5,13,Not Delayed 
2002,1,23,3,2235,2353,723,78,62,1,3,366,5,11,Not Delayed 
2002,1,24,4,2235,2353,723,78,65,1,3,366,4,10,Not Delayed 
2002,1,25,5,2235,2353,723,78,55,1,3,366,4,16,Not Delayed 
2002,1,26,6,2235,2353,723,78,50,1,3,366,8,9,Not Delayed 
2002,1,27,7,2235,2353,723,78,52,1,3,366,4,14,Not Delayed 
2002,1,28,1,2235,2353,723,78,53,1,3,366,3,10,Not Delayed 
2002,1,29,2,2235,2353,723,78,54,1,3,366,3,11,Not Delayed 
2002,1,30,3,2235,2353,723,78,54,1,3,366,4,12,Not Delayed 
2002,1,31,4,2235,2353,723,78,55,1,3,366,7,10,Not Delayed 
2002,1,6,7,745,912,724,87,65,2,4,363,7,14,Not Delayed 
2002,1,7,1,745,912,724,87,61,2,4,363,8,11,Not Delayed 
2002,1,8,2,745,912,724,87,67,2,4,363,9,15,Delayed
2002,1,9,3,745,912,724,87,73,2,4,363,6,15,Delayed
2002,1,10,4,745,912,724,87,73,2,4,363,6,11,Not Delayed 
2002,1,11,5,745,912,724,87,65,2,4,363,6,16,Not Delayed 
2002,1,12,6,745,912,724,87,64,2,4,363,7,14,Not Delayed 
2002,1,13,7,745,912,724,87,64,2,4,363,6,33,Delayed
2002,1,14,1,745,912,724,87,62,2,4,363,7,31,Delayed
2002,1,15,2,745,912,724,87,67,2,4,363,5,11,Not Delayed 
2002,1,16,3,745,912,724,87,71,2,4,363,5,10,Not Delayed 
2002,1,17,4,745,912,724,87,75,2,4,363,7,10,Delayed
2002,1,18,5,745,912,724,87,75,2,4,363,6,11,Delayed
2002,1,19,6,745,912,724,87,71,2,4,363,7,12,Not Delayed 
2002,1,20,7,745,912,724,87,67,2,4,363,4,64,Delayed
2002,1,21,1,745,912,724,87,74,2,4,363,10,27,Delayed
2002,1,22,2,745,912,724,87,68,2,4,363,5,14,Not Delayed 
2002,1,23,3,745,912,724,87,71,2,4,363,5,11,Not Delayed 
2002,1,24,4,745,912,724,87,76,2,4,363,5,26,Delayed
2002,1,25,5,745,912,724,87,71,2,4,363,6,12,Not Delayed 
2002,1,26,6,745,912,724,87,64,2,4,363,7,15,Not Delayed 
2002,1,27,7,745,912,724,87,63,2,4,363,4,10,Not Delayed 
2002,1,28,1,745,912,724,87,64,2,4,363,7,15,Not Delayed 
2002,1,29,2,745,912,724,87,67,2,4,363,6,18,Not Delayed 
2002,1,30,3,745,912,724,87,75,2,4,363,4,13,Not Delayed 
2002,1,31,4,745,912,724,87,73,2,4,363,5,11,Delayed
2002,1,1,2,1620,1752,725,92,74,1,11,467,4,14,Not Delayed 
2002,1,2,3,1620,1752,725,92,68,1,11,467,7,31,Delayed
2002,1,3,4,1620,1752,725,92,76,1,11,467,4,10,Not Delayed 
2002,1,4,5,1620,1752,725,92,70,1,11,467,4,8,Delayed
2002,1,5,6,1620,1752,725,92,63,1,11,467,5,11,Not Delayed 
2002,1,1,2,755,1040,726,105,68,5,1,553,6,11,Not Delayed 
2002,1,2,3,755,1040,726,105,70,5,1,553,7,20,Not Delayed 
2002,1,3,4,755,1040,726,105,82,5,1,553,6,17,Not Delayed 
2002,1,4,5,755,1040,726,105,80,5,1,553,5,18,Not Delayed 
2002,1,5,6,755,1040,726,105,75,5,1,553,6,17,Not Delayed 
2002,1,6,7,755,1037,726,102,92,5,1,553,6,15,Delayed
2002,1,8,2,755,1037,726,102,87,5,1,553,9,26,Delayed
2002,1,9,3,755,1037,726,102,73,5,1,553,7,13,Delayed
2002,1,10,4,755,1037,726,102,68,5,1,553,6,19,Not Delayed 
2002,1,11,5,755,1037,726,102,73,5,1,553,7,25,Not Delayed 
2002,1,12,6,755,1037,726,102,74,5,1,553,6,17,Not Delayed 
2002,1,13,7,755,1037,726,102,76,5,1,553,5,19,Not Delayed 
2002,1,14,1,755,1037,726,102,68,5,1,553,6,17,Not Delayed 
2002,1,15,2,755,1037,726,102,78,5,1,553,5,13,Not Delayed 
2002,1,16,3,755,1037,726,102,70,5,1,553,4,28,Not Delayed 
2002,1,17,4,755,1037,726,102,61,5,1,553,7,17,Not Delayed 
2002,1,18,5,755,1037,726,102,66,5,1,553,9,22,Not Delayed 
2002,1,19,6,755,1037,726,102,65,5,1,553,10,19,Not Delayed 
2002,1,20,7,755,1037,726,102,65,5,1,553,8,12,Not Delayed 
2002,1,21,1,755,1037,726,102,80,5,1,553,7,27,Delayed
2002,1,22,2,755,1037,726,102,69,5,1,553,7,21,Not Delayed 
2002,1,23,3,755,1037,726,102,71,5,1,553,4,14,Not Delayed 
2002,1,24,4,755,1037,726,102,68,5,1,553,5,35,Not Delayed 
2002,1,25,5,755,1037,726,102,71,5,1,553,7,24,Not Delayed 
2002,1,26,6,755,1037,726,102,71,5,1,553,7,17,Not Delayed 
2002,1,27,7,755,1037,726,102,70,5,1,553,7,10,Not Delayed 
2002,1,28,1,755,1037,726,102,73,5,1,553,6,25,Delayed
2002,1,29,2,755,1037,726,102,75,5,1,553,4,25,Not Delayed 
2002,1,30,3,755,1037,726,102,67,5,1,553,5,10,Not Delayed 
2002,1,31,4,755,1037,726,102,68,5,1,553,6,16,Not Delayed 
2002,1,6,7,935,1118,728,103,73,3,6,546,7,14,Not Delayed 
2002,1,7,1,935,1118,728,103,76,3,6,546,5,20,Not Delayed 
2002,1,8,2,935,1118,728,103,79,3,6,546,3,22,Not Delayed 
2002,1,9,3,935,1118,728,103,90,3,6,546,3,24,Delayed
2002,1,10,4,935,1118,728,103,85,3,6,546,2,15,Not Delayed 
2002,1,11,5,935,1118,728,103,77,3,6,546,2,20,Not Delayed 
2002,1,12,6,935,1118,728,103,79,3,6,546,4,20,Not Delayed 
2002,1,13,7,935,1118,728,103,81,3,6,546,3,19,Not Delayed 
2002,1,14,1,935,1118,728,103,71,3,6,546,4,25,Not Delayed 
2002,1,15,2,935,1118,728,103,77,3,6,546,2,27,Not Delayed 
2002,1,16,3,935,1118,728,103,78,3,6,546,3,20,Not Delayed 
2002,1,17,4,935,1118,728,103,85,3,6,546,3,14,Not Delayed 
2002,1,18,5,935,1118,728,103,85,3,6,546,4,26,Delayed
2002,1,19,6,935,1118,728,103,69,3,6,546,2,28,Delayed
2002,1,20,7,935,1118,728,103,81,3,6,546,3,20,Not Delayed 
2002,1,21,1,935,1118,728,103,75,3,6,546,4,24,Delayed
2002,1,22,2,935,1118,728,103,74,3,6,546,3,30,Delayed
2002,1,23,3,935,1118,728,103,77,3,6,546,2,14,Not Delayed 
2002,1,24,4,935,1118,728,103,75,3,6,546,5,26,Not Delayed 
2002,2,23,6,930,1105,704,95,61,3,2,448,4,18,Not Delayed 
2002,2,24,7,930,1105,704,95,66,3,2,448,6,19,Delayed
2002,2,25,1,930,1105,704,95,66,3,2,448,3,17,Not Delayed 
2002,2,26,2,930,1105,704,95,65,3,2,448,3,14,Not Delayed 
2002,2,27,3,930,1105,704,95,63,3,2,448,8,13,Not Delayed 
2002,2,28,4,930,1105,704,95,64,3,2,448,3,13,Not Delayed 
2002,2,2,6,655,816,705,81,68,7,1,367,9,12,Delayed
2002,2,3,7,655,816,705,81,70,7,1,367,10,8,Delayed
2002,2,4,1,655,816,705,81,67,7,1,367,8,11,Delayed
2002,2,5,2,655,816,705,81,68,7,1,367,6,11,Not Delayed 
2002,2,6,3,655,816,705,81,74,7,1,367,7,29,Delayed
2002,2,7,4,655,816,705,81,67,7,1,367,8,11,Not Delayed 
2002,2,8,5,655,816,705,81,70,7,1,367,9,17,Delayed
2002,2,9,6,655,816,705,81,64,7,1,367,9,13,Not Delayed 
2002,2,10,7,655,816,705,81,66,7,1,367,4,8,Not Delayed 
2002,2,11,1,655,816,705,81,70,7,1,367,8,29,Delayed
2002,2,12,2,655,816,705,81,81,7,1,367,8,19,Delayed
2002,2,13,3,655,816,705,81,99,7,1,367,6,17,Delayed
2002,2,14,4,655,816,705,81,70,7,1,367,10,13,Delayed
2002,2,15,5,655,816,705,81,66,7,1,367,5,9,Not Delayed 
2002,2,16,6,655,816,705,81,63,7,1,367,8,9,Not Delayed 
2002,2,17,7,655,816,705,81,61,7,1,367,5,9,Delayed
2002,2,18,1,655,816,705,81,58,7,1,367,8,10,Not Delayed 
2002,2,19,2,655,816,705,81,76,7,1,367,5,14,Delayed
2002,2,20,3,655,816,705,81,68,7,1,367,6,10,Delayed
2002,2,21,4,655,816,705,81,86,7,1,367,6,12,Delayed
2002,2,22,5,655,816,705,81,66,7,1,367,9,13,Not Delayed 
2002,2,23,6,655,816,705,81,58,7,1,367,7,11,Not Delayed 
2002,2,24,7,655,816,705,81,63,7,1,367,6,11,Not Delayed 
2002,2,25,1,655,816,705,81,66,7,1,367,7,12,Not Delayed 
2002,2,26,2,655,816,705,81,74,7,1,367,7,9,Delayed
2002,2,27,3,655,816,705,81,76,7,1,367,6,10,Delayed
2002,2,28,4,655,816,705,81,67,7,1,367,11,17,Delayed
2002,2,1,5,910,1004,705,114,102,1,5,553,11,19,Delayed
2002,2,2,6,910,1004,705,114,95,1,5,553,12,14,Delayed
2002,2,3,7,910,1004,705,114,100,1,5,553,5,13,Delayed
2002,2,4,1,910,1004,705,114,82,1,5,553,3,21,Delayed
2002,2,5,2,910,1004,705,114,87,1,5,553,7,23,Not Delayed 
2002,2,6,3,910,1004,705,114,80,1,5,553,13,11,Not Delayed 
2002,2,7,4,910,1004,705,114,104,1,5,553,5,12,Delayed
2002,2,8,5,910,1004,705,114,84,1,5,553,8,13,Not Delayed 
2002,2,9,6,910,1004,705,114,83,1,5,553,10,12,Not Delayed 
2002,2,10,7,910,1004,705,114,89,1,5,553,10,16,Not Delayed 
2002,2,11,1,910,1004,705,114,79,1,5,553,5,19,Delayed
2002,2,12,2,910,1004,705,114,108,1,5,553,5,43,Delayed
2002,2,13,3,910,1004,705,114,92,1,5,553,7,14,Delayed
2002,2,14,4,910,1004,705,114,83,1,5,553,6,15,Not Delayed 
2002,2,15,5,910,1004,705,114,90,1,5,553,6,12,Not Delayed 
2002,2,16,6,910,1004,705,114,88,1,5,553,9,12,Not Delayed 
2002,2,17,7,910,1004,705,114,80,1,5,553,11,12,Not Delayed 
2002,2,18,1,910,1004,705,114,86,1,5,553,12,12,Not Delayed 
2002,2,19,2,910,1004,705,114,99,1,5,553,9,17,Delayed
2002,2,20,3,910,1004,705,114,91,1,5,553,7,20,Not Delayed 
2002,2,21,4,910,1004,705,114,85,1,5,553,14,19,Delayed
2002,2,22,5,910,1004,705,114,81,1,5,553,5,37,Delayed
2002,2,23,6,910,1004,705,114,81,1,5,553,14,13,Not Delayed 
2002,2,24,7,910,1004,705,114,85,1,5,553,15,13,Not Delayed 
2002,2,25,1,910,1004,705,114,92,1,5,553,5,25,Delayed
2002,2,26,2,910,1004,705,114,123,1,5,553,8,18,Delayed
2002,2,27,3,910,1004,705,114,80,1,5,553,5,25,Not Delayed 
2002,2,28,4,910,1004,705,114,83,1,5,553,3,16,Not Delayed 
2002,2,1,5,1600,1713,706,73,47,12,1,325,7,11,Delayed
2002,2,4,1,1559,1709,706,70,59,12,1,325,6,14,Delayed
2002,2,5,2,1559,1709,706,70,58,12,1,325,7,9,Not Delayed 
2002,2,6,3,1559,1709,706,70,55,12,1,325,5,9,Not Delayed 
2002,2,7,4,1559,1709,706,70,54,12,1,325,6,7,Not Delayed 
2002,2,8,5,1559,1709,706,70,49,12,1,325,4,9,Delayed
2002,2,11,1,1559,1709,706,70,49,12,1,325,3,9,Delayed
2002,2,12,2,1559,1709,706,70,51,12,1,325,6,12,Delayed
2002,2,13,3,1559,1709,706,70,49,12,1,325,4,10,Not Delayed 
2002,2,14,4,1559,1709,706,70,47,12,1,325,5,10,Delayed
2002,2,15,5,1559,1709,706,70,57,12,1,325,4,10,Not Delayed 
2002,2,18,1,1559,1709,706,70,49,12,1,325,5,9,Delayed
2002,2,19,2,1559,1709,706,70,47,12,1,325,4,8,Not Delayed 
2002,2,20,3,1559,1709,706,70,57,12,1,325,3,14,Delayed
2002,2,21,4,1559,1709,706,70,49,12,1,325,3,14,Delayed
2002,2,22,5,1559,1709,706,70,59,12,1,325,3,16,Delayed
2002,2,25,1,1559,1709,706,70,47,12,1,325,6,13,Not Delayed 
2002,2,26,2,1559,1709,706,70,52,12,1,325,6,9,Not Delayed 
2002,2,27,3,1559,1709,706,70,60,12,1,325,5,12,Not Delayed 
2002,2,28,4,1559,1709,706,70,48,12,1,325,3,9,Delayed
2002,2,3,7,1000,1319,708,139,112,13,1,918,6,8,Not Delayed 
2002,2,4,1,1000,1319,708,139,126,13,1,918,6,12,Delayed
2002,2,5,2,1000,1319,708,139,119,13,1,918,8,17,Delayed
2002,2,6,3,1000,1319,708,139,109,13,1,918,5,8,Delayed
2002,2,7,4,1000,1319,708,139,129,13,1,918,7,11,Delayed
2002,2,8,5,1000,1319,708,139,114,13,1,918,7,9,Not Delayed 
2002,2,9,6,1000,1319,708,139,112,13,1,918,5,12,Not Delayed 
2002,2,10,7,1000,1319,708,139,104,13,1,918,5,8,Not Delayed 
2002,2,11,1,1000,1319,708,139,115,13,1,918,6,8,Not Delayed 
2002,2,12,2,1000,1319,708,139,108,13,1,918,4,10,Not Delayed 
2002,2,13,3,1000,1319,708,139,104,13,1,918,7,8,Not Delayed 
2002,2,14,4,1000,1319,708,139,116,13,1,918,8,7,Delayed
2002,2,15,5,1000,1319,708,139,107,13,1,918,5,14,Not Delayed 
2002,2,16,6,1000,1319,708,139,115,13,1,918,6,8,Delayed
2002,2,17,7,1000,1319,708,139,134,13,1,918,6,11,Delayed
2002,2,18,1,1000,1319,708,139,122,13,1,918,6,7,Not Delayed 
2002,2,19,2,1000,1319,708,139,118,13,1,918,6,12,Not Delayed 
2002,2,20,3,1000,1319,708,139,112,13,1,918,5,8,Not Delayed 
2002,2,21,4,1000,1319,708,139,115,13,1,918,6,14,Delayed
2002,3,2,6,1755,1847,621,52,25,10,2,90,5,9,Not Delayed 
2002,3,3,7,1755,1847,621,52,40,10,2,90,3,8,Delayed
2002,3,4,1,1755,1847,621,52,35,10,2,90,4,13,Delayed
2002,3,5,2,1755,1847,621,52,35,10,2,90,4,16,Not Delayed 
2002,3,6,3,1755,1847,621,52,31,10,2,90,3,33,Delayed
2002,3,7,4,1755,1847,621,52,31,10,2,90,11,16,Delayed
2002,3,8,5,1755,1847,621,52,31,10,2,90,4,17,Delayed
2002,3,9,6,1755,1847,621,52,26,10,2,90,4,15,Not Delayed 
2002,3,10,7,1755,1847,621,52,37,10,2,90,17,14,Delayed
2002,3,11,1,1755,1847,621,52,29,10,2,90,4,9,Delayed
2002,3,12,2,1755,1847,621,52,33,10,2,90,3,12,Delayed
2002,3,13,3,1755,1847,621,52,33,10,2,90,9,20,Delayed
2002,3,14,4,1755,1847,621,52,25,10,2,90,4,19,Delayed
2002,3,15,5,1755,1847,621,52,30,10,2,90,7,18,Not Delayed 
2002,3,16,6,1755,1847,621,52,26,10,2,90,6,14,Not Delayed 
2002,3,17,7,1755,1847,621,52,24,10,2,90,16,25,Delayed
2002,3,18,1,1755,1847,621,52,32,10,2,90,6,10,Delayed
2002,3,19,2,1755,1847,621,52,33,10,2,90,4,13,Not Delayed 
2002,3,20,3,1755,1847,621,52,31,10,2,90,3,25,Delayed
2002,3,21,4,1755,1847,621,52,28,10,2,90,10,22,Delayed
2002,3,22,5,1755,1847,621,52,30,10,2,90,3,8,Delayed
2002,3,23,6,1755,1847,621,52,35,10,2,90,3,14,Not Delayed 
2002,3,24,7,1755,1847,621,52,30,10,2,90,5,14,Delayed
2002,3,25,1,1755,1847,621,52,20,10,2,90,7,12,Not Delayed 
2002,3,26,2,1755,1847,621,52,30,10,2,90,9,16,Delayed
2002,3,27,3,1755,1847,621,52,31,10,2,90,6,18,Delayed
2002,3,28,4,1755,1847,621,52,31,10,2,90,4,10,Not Delayed 
2002,3,29,5,1755,1847,621,52,19,10,2,90,4,13,Not Delayed 
2002,3,30,6,1755,1847,621,52,24,10,2,90,2,9,Not Delayed 
2002,3,31,7,1755,1847,621,52,34,10,2,90,14,11,Delayed
2002,3,1,5,1945,2214,621,329,300,2,8,2176,5,17,Delayed
2002,3,2,6,1945,2214,621,329,277,2,8,2176,4,18,Not Delayed 
2002,3,3,7,1945,2214,621,329,277,2,8,2176,8,7,Not Delayed 
2002,3,4,1,1945,2214,621,329,298,2,8,2176,8,30,Delayed
2002,3,5,2,1945,2214,621,329,308,2,8,2176,8,13,Not Delayed 
2002,3,6,3,1945,2214,621,329,308,2,8,2176,5,17,Delayed
2002,3,7,4,1945,2214,621,329,316,2,8,2176,11,16,Delayed
2002,3,8,5,1945,2214,621,329,292,2,8,2176,10,18,Not Delayed 
2002,3,9,6,1945,2214,621,329,309,2,8,2176,11,10,Not Delayed 
2002,3,10,7,1945,2214,621,329,310,2,8,2176,8,12,Delayed
2002,3,11,1,1945,2214,621,329,299,2,8,2176,12,44,Delayed
2002,3,12,2,1945,2214,621,329,306,2,8,2176,7,26,Delayed
2002,3,13,3,1945,2214,621,329,311,2,8,2176,8,22,Delayed
2002,3,14,4,1945,2214,621,329,316,2,8,2176,5,30,Delayed
2002,3,15,5,1945,2214,621,329,308,2,8,2176,7,21,Delayed
2002,3,16,6,1945,2214,621,329,334,2,8,2176,8,17,Delayed
2002,3,17,7,1945,2214,621,329,347,2,8,2176,36,18,Delayed
2002,3,18,1,1945,2214,621,329,311,2,8,2176,6,18,Delayed
2002,3,19,2,1945,2214,621,329,314,2,8,2176,8,25,Delayed
2002,3,20,3,1945,2214,621,329,310,2,8,2176,9,14,Delayed
2002,3,21,4,1945,2214,621,329,315,2,8,2176,9,17,Delayed
2002,3,22,5,1945,2214,621,329,309,2,8,2176,8,16,Delayed
2002,3,23,6,1945,2214,621,329,322,2,8,2176,6,11,Delayed
2002,3,24,7,1945,2214,621,329,300,2,8,2176,6,12,Delayed
2002,3,25,1,1945,2214,621,329,313,2,8,2176,8,31,Delayed
2002,3,26,2,1945,2214,621,329,294,2,8,2176,7,85,Delayed
2002,3,27,3,1945,2214,621,329,304,2,8,2176,7,30,Delayed
2002,3,28,4,1945,2214,621,329,299,2,8,2176,6,17,Not Delayed 
2002,3,29,5,1945,2214,621,329,304,2,8,2176,6,23,Delayed
2002,3,30,6,1945,2214,621,329,304,2,8,2176,5,13,Delayed
2002,3,31,7,1945,2214,621,329,295,2,8,2176,7,11,Delayed
2002,3,1,5,2359,713,622,254,241,16,3,2125,4,9,Delayed
2002,3,2,6,2359,713,622,254,230,16,3,2125,6,11,Not Delayed 
2002,3,3,7,2359,713,622,254,238,16,3,2125,5,8,Not Delayed 
2002,3,4,1,2359,713,622,254,241,16,3,2125,8,14,Not Delayed 
2002,3,5,2,2359,713,622,254,240,16,3,2125,11,6,Not Delayed 
2002,3,6,3,2359,713,622,254,229,16,3,2125,8,10,Not Delayed 
2002,3,7,4,2359,713,622,254,224,16,3,2125,6,10,Delayed
2002,3,8,5,2359,713,622,254,241,16,3,2125,5,22,Delayed
2002,3,9,6,2359,713,622,254,231,16,3,2125,4,13,Delayed
2002,3,10,7,2359,713,622,254,238,16,3,2125,6,21,Delayed
2002,3,11,1,2359,713,622,254,254,16,3,2125,8,14,Delayed
2002,3,12,2,2359,713,622,254,247,16,3,2125,3,10,Not Delayed 
2002,3,13,3,2359,713,622,254,236,16,3,2125,4,10,Not Delayed 
2002,3,14,4,2359,713,622,254,228,16,3,2125,5,8,Delayed
2002,3,15,5,2359,713,622,254,226,16,3,2125,4,9,Not Delayed 
2002,3,16,6,2359,713,622,254,219,16,3,2125,8,19,Delayed
2002,3,17,7,2359,713,622,254,222,16,3,2125,5,11,Delayed
2002,3,18,1,2359,713,622,254,243,16,3,2125,5,15,Delayed
2002,3,19,2,2359,713,622,254,260,16,3,2125,3,23,Delayed
2002,3,20,3,2359,713,622,254,244,16,3,2125,3,17,Delayed
2002,3,21,4,2359,713,622,254,235,16,3,2125,3,9,Not Delayed 
2002,3,22,5,2359,713,622,254,235,16,3,2125,5,14,Delayed
2002,3,23,6,2359,713,622,254,228,16,3,2125,9,12,Delayed
2002,3,24,7,2359,713,622,254,222,16,3,2125,6,14,Not Delayed 
2002,3,25,1,2359,713,622,254,231,16,3,2125,7,16,Delayed
2002,3,26,2,2359,713,622,254,215,16,3,2125,5,12,Not Delayed 
2002,3,27,3,2359,713,622,254,227,16,3,2125,4,7,Not Delayed 
2002,3,28,4,2359,713,622,254,246,16,3,2125,5,26,Delayed
2002,3,29,5,2359,713,622,254,246,16,3,2125,6,14,Delayed
2002,3,30,6,2359,713,622,254,250,16,3,2125,6,11,Delayed
2002,3,31,7,2359,713,622,254,242,16,3,2125,4,11,Delayed
2002,3,3,7,1550,1658,623,68,43,2,18,196,2,15,Delayed
2002,3,4,1,605,832,624,87,69,9,1,412,6,9,Not Delayed 
2002,3,5,2,605,832,624,87,69,9,1,412,5,9,Not Delayed 
2002,3,6,3,605,832,624,87,68,9,1,412,7,14,Not Delayed 
2002,3,7,4,605,832,624,87,69,9,1,412,7,19,Delayed
2002,3,8,5,605,832,624,87,62,9,1,412,4,15,Not Delayed 
2002,3,11,1,605,832,624,87,63,9,1,412,7,15,Not Delayed 
2002,3,12,2,605,832,624,87,62,9,1,412,6,12,Not Delayed 
2002,3,13,3,605,832,624,87,61,9,1,412,7,15,Not Delayed 
2002,3,14,4,605,832,624,87,62,9,1,412,5,9,Not Delayed 
2002,3,15,5,605,832,624,87,60,9,1,412,7,13,Not Delayed 
