Year,Month,30ofMonth,30OfWeek,CRSDepTime,CRSArrTime,FlightNum,CRSElapsedTime,AirTime,Origin,Dest,Distance,TaxiIn,TaxiOut,Delayed or not
2002,2,9,6,1135,1232,710,57,36,1,32,205,4,17,Not Delayed 
2002,2,11,1,1135,1232,710,57,36,1,32,205,3,17,Not Delayed 
2002,2,12,2,1135,1232,710,57,33,1,32,205,7,18,Not Delayed 
2002,2,13,3,1135,1232,710,57,37,1,32,205,4,21,Delayed
2002,2,14,4,1135,1232,710,57,41,1,32,205,8,17,Delayed
2002,2,15,5,1135,1232,710,57,37,1,32,205,4,22,Delayed
2002,2,16,6,1135,1232,710,57,37,1,32,205,4,13,Delayed
2002,2,17,7,1135,1232,710,57,35,1,32,205,3,20,Delayed
2002,2,18,1,1135,1232,710,57,38,1,32,205,3,20,Not Delayed 
2002,2,19,2,1135,1232,710,57,37,1,32,205,5,17,Delayed
2002,2,20,3,1135,1232,710,57,39,1,32,205,5,18,Delayed
2002,2,21,4,1135,1232,710,57,35,1,32,205,4,17,Delayed
2002,2,22,5,1135,1232,710,57,41,1,32,205,4,22,Delayed
2002,2,23,6,1135,1232,710,57,42,1,32,205,4,21,Delayed
2002,2,24,7,1135,1232,710,57,44,1,32,205,2,15,Delayed
2002,2,25,1,1135,1232,710,57,40,1,32,205,5,19,Delayed
2002,2,26,2,1135,1232,710,57,35,1,32,205,7,13,Not Delayed 
2002,2,27,3,1135,1232,710,57,36,1,32,205,5,17,Not Delayed 
2002,2,28,4,1135,1232,710,57,40,1,32,205,7,24,Delayed
2002,2,1,5,710,855,711,105,99,12,2,587,9,15,Delayed
2002,2,2,6,710,855,711,105,82,12,2,587,26,10,Delayed
2002,2,3,7,715,900,711,105,80,12,2,587,3,7,Not Delayed 
2002,2,4,1,715,900,711,105,81,12,2,587,4,11,Not Delayed 
2002,2,5,2,715,900,711,105,87,12,2,587,4,22,Delayed
2002,2,6,3,715,900,711,105,100,12,2,587,4,8,Delayed
2002,2,7,4,715,900,711,105,103,12,2,587,5,13,Delayed
2002,2,8,5,715,900,711,105,85,12,2,587,2,30,Delayed
2002,2,9,6,715,900,711,105,96,12,2,587,4,16,Delayed
2002,2,10,7,715,900,711,105,81,12,2,587,12,9,Not Delayed 
2002,2,11,1,715,900,711,105,96,12,2,587,9,13,Delayed
2002,2,12,2,715,900,711,105,98,12,2,587,7,11,Delayed
2002,2,13,3,715,900,711,105,85,12,2,587,4,13,Not Delayed 
2002,2,14,4,715,900,711,105,85,12,2,587,8,19,Delayed
2002,2,15,5,715,900,711,105,90,12,2,587,3,16,Not Delayed 
2002,2,16,6,715,900,711,105,86,12,2,587,9,10,Not Delayed 
2002,2,17,7,715,900,711,105,87,12,2,587,5,12,Not Delayed 
2002,2,18,1,715,900,711,105,101,12,2,587,6,14,Delayed
2002,2,19,2,715,900,711,105,84,12,2,587,5,17,Not Delayed 
2002,2,20,3,715,900,711,105,93,12,2,587,3,12,Delayed
2002,2,21,4,715,900,711,105,105,12,2,587,9,14,Delayed
2002,2,22,5,715,900,711,105,92,12,2,587,4,17,Delayed
2002,2,23,6,715,900,711,105,84,12,2,587,7,10,Not Delayed 
2002,2,24,7,715,900,711,105,97,12,2,587,5,13,Delayed
2002,2,25,1,715,900,711,105,88,12,2,587,3,14,Not Delayed 
2002,2,26,2,715,900,711,105,94,12,2,587,5,22,Delayed
2002,2,27,3,715,900,711,105,80,12,2,587,15,80,Delayed
2002,2,28,4,715,900,711,105,97,12,2,587,9,19,Delayed
2002,2,1,5,945,1052,711,67,37,2,11,238,5,35,Delayed
2002,2,2,6,945,1052,711,67,42,2,11,238,4,12,Not Delayed 
2002,2,3,7,945,1052,711,67,45,2,11,238,3,11,Not Delayed 
2002,2,4,1,945,1052,711,67,41,2,11,238,6,17,Not Delayed 
2002,2,5,2,945,1052,711,67,45,2,11,238,4,38,Delayed
2002,2,6,3,945,1052,711,67,46,2,11,238,4,20,Delayed
2002,2,7,4,945,1052,711,67,42,2,11,238,3,10,Not Delayed 
2002,2,8,5,945,1052,711,67,43,2,11,238,3,16,Not Delayed 
2002,2,9,6,945,1052,711,67,41,2,11,238,5,42,Delayed
2002,2,10,7,945,1052,711,67,41,2,11,238,5,13,Not Delayed 
2002,2,11,1,945,1052,711,67,46,2,11,238,3,10,Delayed
2002,2,12,2,945,1052,711,67,42,2,11,238,4,26,Delayed
2002,2,13,3,945,1052,711,67,45,2,11,238,4,20,Not Delayed 
2002,2,14,4,945,1052,711,67,45,2,11,238,4,22,Not Delayed 
2002,2,15,5,945,1052,711,67,46,2,11,238,5,25,Delayed
2002,2,16,6,945,1052,711,67,43,2,11,238,4,14,Not Delayed 
2002,2,17,7,945,1052,711,67,43,2,11,238,5,20,Not Delayed 
2002,2,18,1,945,1052,711,67,46,2,11,238,4,20,Delayed
2002,2,19,2,945,1052,711,67,46,2,11,238,5,18,Delayed
2002,2,20,3,945,1052,711,67,50,2,11,238,3,16,Not Delayed 
2002,2,21,4,945,1052,711,67,39,2,11,238,5,32,Delayed
2002,2,22,5,945,1052,711,67,41,2,11,238,4,33,Delayed
2002,2,23,6,945,1052,711,67,42,2,11,238,5,18,Delayed
2002,2,24,7,945,1052,711,67,38,2,11,238,5,29,Delayed
2002,2,25,1,945,1052,711,67,41,2,11,238,5,24,Delayed
2002,2,26,2,945,1052,711,67,43,2,11,238,3,37,Delayed
2002,2,27,3,945,1052,711,67,38,2,11,238,3,33,Delayed
2002,2,28,4,945,1052,711,67,42,2,11,238,6,31,Delayed
2002,2,1,5,2100,2135,712,95,72,1,33,431,3,14,Not Delayed 
2002,2,2,6,2100,2135,712,95,77,1,33,431,4,11,Delayed
2002,2,1,5,1830,2009,712,99,86,11,1,467,5,12,Delayed
2002,2,2,6,1830,2009,712,99,84,11,1,467,3,8,Not Delayed 
2002,2,3,7,1830,2009,712,99,84,11,1,467,9,11,Delayed
2002,2,4,1,1830,2009,712,99,75,11,1,467,7,9,Not Delayed 
2002,2,5,2,1830,2009,712,99,84,11,1,467,7,19,Delayed
2002,2,6,3,1830,2009,712,99,72,11,1,467,7,11,Not Delayed 
2002,2,7,4,1830,2009,712,99,71,11,1,467,9,21,Delayed
2002,2,8,5,1830,2009,712,99,86,11,1,467,9,12,Delayed
2002,2,9,6,1830,2009,712,99,85,11,1,467,5,10,Not Delayed 
2002,2,10,7,1830,2009,712,99,89,11,1,467,8,11,Delayed
2002,2,11,1,1830,2009,712,99,70,11,1,467,8,12,Not Delayed 
2002,2,12,2,1830,2009,712,99,83,11,1,467,3,10,Delayed
2002,2,13,3,1830,2009,712,99,77,11,1,467,8,11,Not Delayed 
2002,2,14,4,1830,2009,712,99,71,11,1,467,7,13,Not Delayed 
2002,2,15,5,1830,2009,712,99,80,11,1,467,8,9,Not Delayed 
2002,2,16,6,1830,2009,712,99,74,11,1,467,5,8,Delayed
2002,2,17,7,1830,2009,712,99,72,11,1,467,6,10,Not Delayed 
2002,2,18,1,1830,2009,712,99,75,11,1,467,9,11,Not Delayed 
2002,2,19,2,1830,2009,712,99,73,11,1,467,8,12,Delayed
2002,2,20,3,1830,2009,712,99,104,11,1,467,6,10,Delayed
2002,2,21,4,1830,2009,712,99,72,11,1,467,6,11,Delayed
2002,2,22,5,1830,2009,712,99,77,11,1,467,11,13,Not Delayed 
2002,2,23,6,1830,2009,712,99,73,11,1,467,7,13,Delayed
2002,2,24,7,1830,2009,712,99,79,11,1,467,6,11,Not Delayed 
2002,2,25,1,1830,2009,712,99,74,11,1,467,3,10,Not Delayed 
2002,2,26,2,1830,2009,712,99,82,11,1,467,6,9,Not Delayed 
2002,2,27,3,1830,2009,712,99,74,11,1,467,5,12,Not Delayed 
2002,2,28,4,1830,2009,712,99,85,11,1,467,8,8,Delayed
2002,2,2,6,1205,1308,714,123,90,3,9,599,4,11,Not Delayed 
2002,2,4,1,1205,1308,714,123,114,3,9,599,9,29,Delayed
2002,2,5,2,1205,1308,714,123,94,3,9,599,3,14,Not Delayed 
2002,2,6,3,1205,1308,714,123,94,3,9,599,3,12,Not Delayed 
2002,2,7,4,1205,1308,714,123,91,3,9,599,5,18,Not Delayed 
2002,2,8,5,1205,1308,714,123,92,3,9,599,3,13,Not Delayed 
2002,2,9,6,1205,1308,714,123,88,3,9,599,3,16,Not Delayed 
2002,2,11,1,1205,1308,714,123,94,3,9,599,7,18,Not Delayed 
2002,2,12,2,1205,1308,714,123,96,3,9,599,4,8,Not Delayed 
2002,2,13,3,1205,1308,714,123,95,3,9,599,4,12,Not Delayed 
2002,2,14,4,1205,1308,714,123,94,3,9,599,5,17,Not Delayed 
2002,2,15,5,1205,1308,714,123,91,3,9,599,3,11,Not Delayed 
2002,2,16,6,1205,1308,714,123,113,3,9,599,4,9,Not Delayed 
2002,2,18,1,1205,1308,714,123,95,3,9,599,6,9,Not Delayed 
2002,2,19,2,1205,1308,714,123,116,3,9,599,5,18,Delayed
2002,2,20,3,1205,1308,714,123,91,3,9,599,6,14,Delayed
2002,2,21,4,1205,1308,714,123,96,3,9,599,3,27,Delayed
2002,2,22,5,1205,1308,714,123,93,3,9,599,7,7,Not Delayed 
2002,2,23,6,1205,1308,714,123,88,3,9,599,4,12,Not Delayed 
2002,2,25,1,1205,1308,714,123,92,3,9,599,8,20,Not Delayed 
2002,2,26,2,1205,1308,714,123,95,3,9,599,5,15,Not Delayed 
2002,2,28,4,1205,1308,714,123,96,3,9,599,4,13,Not Delayed 
2002,2,1,5,920,1113,714,113,91,34,3,590,21,16,Delayed
2002,2,2,6,920,1113,714,113,100,34,3,590,13,14,Delayed
2002,2,3,7,920,1113,714,113,100,34,3,590,10,11,Delayed
2002,2,4,1,920,1113,714,113,98,34,3,590,4,15,Delayed
2002,2,5,2,920,1113,714,113,95,34,3,590,6,14,Not Delayed 
2002,2,6,3,920,1113,714,113,103,34,3,590,6,12,Delayed
2002,2,7,4,920,1113,714,113,94,34,3,590,18,11,Delayed
2002,2,8,5,920,1113,714,113,87,34,3,590,6,15,Not Delayed 
2002,2,9,6,920,1113,714,113,95,34,3,590,5,11,Not Delayed 
2002,2,10,7,920,1113,714,113,89,34,3,590,8,15,Delayed
2002,2,11,1,920,1113,714,113,88,34,3,590,6,10,Not Delayed 
2002,2,12,2,920,1113,714,113,92,34,3,590,5,12,Not Delayed 
2002,2,13,3,920,1113,714,113,95,34,3,590,4,15,Not Delayed 
2002,2,14,4,920,1113,714,113,87,34,3,590,5,17,Not Delayed 
2002,2,15,5,920,1113,714,113,96,34,3,590,5,14,Delayed
2002,2,16,6,920,1113,714,113,87,34,3,590,21,15,Delayed
2002,2,17,7,920,1113,714,113,95,34,3,590,5,16,Not Delayed 
2002,2,18,1,920,1113,714,113,96,34,3,590,5,14,Not Delayed 
2002,2,19,2,920,1113,714,113,95,34,3,590,4,11,Not Delayed 
2002,2,20,3,920,1113,714,113,99,34,3,590,4,14,Delayed
2002,2,21,4,920,1113,714,113,87,34,3,590,10,12,Not Delayed 
2002,2,22,5,920,1113,714,113,79,34,3,590,13,13,Not Delayed 
2002,2,23,6,920,1113,714,113,85,34,3,590,8,11,Not Delayed 
2002,2,24,7,920,1113,714,113,100,34,3,590,10,11,Delayed
2002,2,25,1,920,1113,714,113,93,34,3,590,10,11,Not Delayed 
2002,2,26,2,920,1113,714,113,86,34,3,590,5,10,Not Delayed 
2002,2,27,3,920,1113,714,113,88,34,3,590,13,12,Delayed
2002,2,28,4,920,1113,714,113,83,34,3,590,6,14,Not Delayed 
2002,2,1,5,1715,1807,715,52,28,3,35,156,4,10,Delayed
2002,2,2,6,1715,1807,715,52,32,3,35,156,6,23,Delayed
2002,2,3,7,1715,1807,715,52,27,3,35,156,3,20,Not Delayed 
2002,2,4,1,1715,1807,715,52,30,3,35,156,4,14,Not Delayed 
2002,2,5,2,1715,1807,715,52,30,3,35,156,3,18,Not Delayed 
2002,2,6,3,1715,1807,715,52,31,3,35,156,3,16,Not Delayed 
2002,2,7,4,1715,1807,715,52,36,3,35,156,4,13,Delayed
2002,2,8,5,1715,1807,715,52,30,3,35,156,5,21,Not Delayed 
2002,2,9,6,1715,1807,715,52,30,3,35,156,4,15,Delayed
2002,2,10,7,1715,1807,715,52,29,3,35,156,4,23,Delayed
2002,2,11,1,1715,1807,715,52,32,3,35,156,3,18,Not Delayed 
2002,2,12,2,1715,1807,715,52,31,3,35,156,5,16,Not Delayed 
2002,2,13,3,1715,1807,715,52,31,3,35,156,5,18,Not Delayed 
2002,2,14,4,1715,1807,715,52,29,3,35,156,4,19,Delayed
2002,2,15,5,1715,1807,715,52,29,3,35,156,4,23,Not Delayed 
2002,2,16,6,1715,1807,715,52,30,3,35,156,6,14,Not Delayed 
2002,2,17,7,1715,1807,715,52,28,3,35,156,3,26,Delayed
2002,2,18,1,1715,1807,715,52,32,3,35,156,3,19,Not Delayed 
2002,2,19,2,1715,1807,715,52,30,3,35,156,5,20,Not Delayed 
2002,2,20,3,1715,1807,715,52,29,3,35,156,5,22,Delayed
2002,2,21,4,1715,1807,715,52,28,3,35,156,3,9,Delayed
2002,2,22,5,1715,1807,715,52,31,3,35,156,5,23,Delayed
2002,2,23,6,1715,1807,715,52,34,3,35,156,2,22,Delayed
2002,2,24,7,1715,1807,715,52,32,3,35,156,3,19,Not Delayed 
2002,2,25,1,1715,1807,715,52,34,3,35,156,5,19,Not Delayed 
2002,2,26,2,1715,1807,715,52,30,3,35,156,4,26,Delayed
2002,2,27,3,1715,1807,715,52,33,3,35,156,3,38,Delayed
2002,2,28,4,1715,1807,715,52,27,3,35,156,5,22,Not Delayed 
2002,2,1,5,1000,1320,716,140,107,13,1,918,4,10,Not Delayed 
2002,2,2,6,1000,1320,716,140,125,13,1,918,6,9,Not Delayed 
2002,2,1,5,1405,1504,716,59,36,1,32,205,7,19,Delayed
2002,2,2,6,1405,1504,716,59,38,1,32,205,3,16,Not Delayed 
2002,2,3,7,1410,1509,716,59,36,1,32,205,11,14,Not Delayed 
2002,2,4,1,1410,1509,716,59,46,1,32,205,2,24,Delayed
2002,2,5,2,1410,1509,716,59,37,1,32,205,3,21,Delayed
2002,2,6,3,1410,1509,716,59,37,1,32,205,4,18,Not Delayed 
2002,2,7,4,1410,1509,716,59,44,1,32,205,3,15,Not Delayed 
2002,2,8,5,1410,1509,716,59,48,1,32,205,5,18,Delayed
2002,2,9,6,1410,1509,716,59,40,1,32,205,5,11,Delayed
2002,2,10,7,1410,1509,716,59,40,1,32,205,7,14,Not Delayed 
2002,2,11,1,1410,1509,716,59,37,1,32,205,4,18,Not Delayed 
2002,2,12,2,1410,1509,716,59,34,1,32,205,4,15,Not Delayed 
2002,2,13,3,1410,1509,716,59,35,1,32,205,2,16,Delayed
2002,2,14,4,1410,1509,716,59,41,1,32,205,4,16,Not Delayed 
2002,2,15,5,1410,1509,716,59,35,1,32,205,4,19,Not Delayed 
2002,2,16,6,1410,1509,716,59,38,1,32,205,3,20,Not Delayed 
2002,2,17,7,1410,1509,716,59,37,1,32,205,5,17,Not Delayed 
2002,2,18,1,1410,1509,716,59,37,1,32,205,2,13,Delayed
2002,2,19,2,1410,1509,716,59,36,1,32,205,5,14,Delayed
2002,2,20,3,1410,1509,716,59,37,1,32,205,4,21,Delayed
2002,2,21,4,1410,1509,716,59,41,1,32,205,2,17,Not Delayed 
2002,2,22,5,1410,1509,716,59,36,1,32,205,4,13,Not Delayed 
2002,2,23,6,1410,1509,716,59,38,1,32,205,2,19,Not Delayed 
2002,2,24,7,1410,1509,716,59,35,1,32,205,4,15,Not Delayed 
2002,2,25,1,1410,1509,716,59,33,1,32,205,5,16,Not Delayed 
2002,2,26,2,1410,1509,716,59,36,1,32,205,4,23,Delayed
2002,2,27,3,1410,1509,716,59,37,1,32,205,4,15,Not Delayed 
2002,2,28,4,1410,1509,716,59,39,1,32,205,3,22,Delayed
2002,2,1,5,1815,1957,718,102,63,39,1,319,4,74,Delayed
2002,2,2,6,1815,1957,718,102,65,39,1,319,6,15,Not Delayed 
2002,2,1,5,2246,29,719,103,66,3,15,544,4,14,Not Delayed 
2002,2,1,5,2042,2154,719,72,46,36,3,329,10,7,Delayed
2002,2,3,7,2040,2152,719,72,52,36,3,329,5,8,Not Delayed 
2002,2,4,1,2040,2152,719,72,63,36,3,329,5,10,Delayed
2002,2,5,2,2040,2152,719,72,60,36,3,329,5,11,Delayed
2002,2,6,3,2040,2152,719,72,55,36,3,329,5,10,Not Delayed 
2002,2,7,4,2040,2152,719,72,56,36,3,329,5,10,Not Delayed 
2002,2,8,5,2040,2152,719,72,54,36,3,329,3,7,Not Delayed 
2002,2,10,7,2040,2152,719,72,65,36,3,329,6,13,Delayed
2002,2,11,1,2040,2152,719,72,58,36,3,329,6,11,Not Delayed 
2002,2,12,2,2040,2152,719,72,55,36,3,329,3,12,Not Delayed 
2002,2,13,3,2040,2152,719,72,59,36,3,329,4,9,Not Delayed 
2002,2,14,4,2040,2152,719,72,55,36,3,329,7,12,Not Delayed 
2002,2,15,5,2040,2152,719,72,53,36,3,329,5,18,Delayed
2002,2,17,7,2040,2152,719,72,58,36,3,329,8,9,Delayed
2002,2,18,1,2040,2152,719,72,58,36,3,329,5,10,Not Delayed 
2002,2,19,2,2040,2152,719,72,55,36,3,329,5,6,Not Delayed 
2002,2,20,3,2040,2152,719,72,53,36,3,329,4,10,Not Delayed 
2002,2,21,4,2040,2152,719,72,52,36,3,329,6,8,Not Delayed 
2002,2,22,5,2040,2152,719,72,49,36,3,329,3,7,Delayed
2002,2,24,7,2040,2152,719,72,52,36,3,329,5,8,Not Delayed 
2002,2,25,1,2040,2152,719,72,52,36,3,329,6,7,Delayed
2002,2,26,2,2040,2152,719,72,53,36,3,329,4,9,Not Delayed 
2002,2,27,3,2040,2152,719,72,59,36,3,329,6,9,Not Delayed 
2002,2,28,4,2040,2152,719,72,58,36,3,329,5,11,Delayed
2002,2,1,5,2030,2140,720,70,48,12,1,325,7,13,Not Delayed 
2002,2,2,6,2030,2140,720,70,50,12,1,325,7,8,Not Delayed 
2002,2,3,7,2030,2140,720,70,46,12,1,325,7,9,Not Delayed 
2002,2,4,1,2030,2140,720,70,52,12,1,325,10,10,Delayed
2002,2,5,2,2030,2140,720,70,55,12,1,325,6,7,Not Delayed 
2002,2,6,3,2030,2140,720,70,53,12,1,325,7,10,Not Delayed 
2002,2,7,4,2030,2140,720,70,50,12,1,325,6,7,Delayed
2002,2,8,5,2030,2140,720,70,46,12,1,325,6,9,Not Delayed 
2002,2,9,6,2030,2140,720,70,46,12,1,325,11,10,Not Delayed 
2002,2,10,7,2030,2140,720,70,48,12,1,325,5,7,Not Delayed 
2002,2,11,1,2030,2140,720,70,47,12,1,325,11,9,Not Delayed 
2002,2,12,2,2030,2140,720,70,53,12,1,325,5,9,Not Delayed 
2002,2,13,3,2030,2140,720,70,48,12,1,325,6,8,Not Delayed 
2002,2,14,4,2030,2140,720,70,45,12,1,325,7,10,Not Delayed 
2002,2,15,5,2030,2140,720,70,53,12,1,325,5,8,Not Delayed 
2002,2,16,6,2030,2140,720,70,52,12,1,325,8,11,Not Delayed 
2002,2,17,7,2030,2140,720,70,61,12,1,325,7,17,Delayed
2002,2,18,1,2030,2140,720,70,50,12,1,325,8,9,Not Delayed 
2002,2,19,2,2030,2140,720,70,51,12,1,325,4,11,Not Delayed 
2002,2,20,3,2030,2140,720,70,52,12,1,325,11,13,Delayed
2002,2,21,4,2030,2140,720,70,65,12,1,325,5,10,Not Delayed 
2002,2,22,5,2030,2140,720,70,51,12,1,325,10,12,Not Delayed 
2002,2,23,6,2030,2140,720,70,50,12,1,325,6,9,Not Delayed 
2002,2,24,7,2030,2140,720,70,50,12,1,325,8,10,Not Delayed 
2002,2,25,1,2030,2140,720,70,50,12,1,325,7,15,Not Delayed 
2002,2,26,2,2030,2140,720,70,48,12,1,325,6,9,Not Delayed 
2002,2,27,3,2030,2140,720,70,56,12,1,325,8,10,Not Delayed 
2002,2,28,4,2030,2140,720,70,48,12,1,325,7,11,Delayed
2002,2,3,7,2225,2350,720,85,60,1,37,454,4,17,Not Delayed 
2002,2,4,1,2225,2350,720,85,75,1,37,454,5,17,Delayed
2002,2,5,2,2225,2350,720,85,66,1,37,454,4,14,Not Delayed 
2002,2,6,3,2225,2350,720,85,63,1,37,454,4,24,Delayed
2002,2,7,4,2225,2350,720,85,59,1,37,454,5,9,Delayed
2002,2,8,5,2225,2350,720,85,61,1,37,454,4,20,Not Delayed 
2002,2,9,6,2225,2350,720,85,59,1,37,454,2,10,Not Delayed 
2002,2,10,7,2225,2350,720,85,58,1,37,454,6,10,Not Delayed 
2002,2,11,1,2225,2350,720,85,61,1,37,454,3,16,Not Delayed 
2002,2,12,2,2225,2350,720,85,55,1,37,454,4,13,Delayed
2002,2,13,3,2225,2350,720,85,59,1,37,454,4,10,Not Delayed 
2002,2,14,4,2225,2350,720,85,59,1,37,454,3,14,Not Delayed 
2002,2,15,5,2225,2350,720,85,57,1,37,454,5,13,Not Delayed 
2002,2,16,6,2225,2350,720,85,61,1,37,454,3,32,Delayed
2002,2,17,7,2225,2350,720,85,73,1,37,454,5,17,Delayed
2002,2,18,1,2225,2350,720,85,65,1,37,454,3,11,Not Delayed 
2002,2,19,2,2225,2350,720,85,58,1,37,454,4,12,Not Delayed 
2002,2,20,3,2225,2350,720,85,58,1,37,454,3,16,Not Delayed 
2002,2,21,4,2225,2350,720,85,60,1,37,454,2,33,Delayed
2002,2,22,5,2225,2350,720,85,71,1,37,454,4,12,Not Delayed 
2002,2,23,6,2225,2350,720,85,63,1,37,454,4,13,Not Delayed 
2002,2,24,7,2225,2350,720,85,60,1,37,454,3,14,Not Delayed 
2002,2,25,1,2225,2350,720,85,58,1,37,454,5,16,Not Delayed 
2002,2,26,2,2225,2350,720,85,63,1,37,454,4,21,Not Delayed 
2002,2,27,3,2225,2350,720,85,61,1,37,454,3,12,Not Delayed 
2002,2,28,4,2225,2350,720,85,60,1,37,454,2,13,Not Delayed 
2002,2,1,5,2050,2141,721,51,26,3,19,130,6,10,Not Delayed 
2002,2,2,6,2050,2141,721,51,26,3,19,130,3,11,Not Delayed 
2002,2,3,7,2050,2141,721,51,28,3,19,130,3,13,Not Delayed 
2002,2,4,1,2050,2141,721,51,29,3,19,130,9,15,Delayed
2002,2,5,2,2050,2141,721,51,30,3,19,130,3,9,Not Delayed 
2002,2,6,3,2050,2141,721,51,31,3,19,130,4,15,Not Delayed 
2002,2,7,4,2050,2141,721,51,31,3,19,130,3,14,Not Delayed 
2002,2,8,5,2050,2141,721,51,29,3,19,130,5,13,Not Delayed 
2002,2,9,6,2050,2141,721,51,24,3,19,130,2,12,Not Delayed 
